,movie_title,review_dates,rev_titles,rev_text,grid_cats,csm_stars,reveiwer_classification,reviewer_age,csm_min_age,reviewer_min_age,reviewer_stars
13,Cats,2020-04-09,Less horny than stage production ,"CATS 2019 is admittedly a monstrosity, but it could be worse. Jason Derulo did surprisingly well, the songs all went like they were supposed to, and the dance that I was able to see past the CGI was fine. But this is no 1998 stage recording of CATS.
This version cut out some inappropriate things such as the raw sexual magnetism of Rum Tum Tugger as well as the orgy scene (I think). 
But at what cost? I would rather they not CGI out Jason Derulo’s penis, for them to fire Rebel Wilson and James Corden, to not write a bad new song making Victoria sound like a whiny brat, to not force a hetero romance between Mr. Mistoffelees and Victoria. But we don’t get what we want. We get star studded casts that can’t sing or act and aren’t even funny, sorry this is mainly at the disgusting casting of Rebel Wilson. She gave literally one of the worst performances I’ve seen in my entire life. Every single thing she did I despised. She didn’t have a single good joke, she couldn’t sing any harmony in her song let alone share the spotlight for the original gorgeous 3 part harmony, she can’t dance, she served only as a fat joke, when she took off her skin I nearly threw up, I don’t think I’ve ever felt this sort of hatred toward a performance before. I would’ve given this movie 4 stars if not for her mockery of a beloved theatrical role. Also the choreography couldn’t even be seen within all that CGI, when one of their huge advertising points was having the choreographer from Hamilton. And Tom Hooper, my dear fellow, please do the world a favor and never direct a musical again. All directing choices feel steeped in such hate of the medium of musical theatre. Tom simply doesn’t understand how to direct one and should probably stick to regular film. Also Taylor Swift wasn’t very good in this. Her voice doesn’t work well for the song she got to sing as a solo and not as a duet because god forbid Taylor should share the spotlight with another singer. I liked the ballet guy who played Munkustrap though, I thought he was pretty cool. Mr. Mistoffelees was also taken in a very different (straight) direction, but it kind of works and I didn’t hate it. I wish they let Jason Derulo do more though, I feel like he was held back. I also wish there was more sex but I get that adaptations can’t always copy the original.
I got off track, but so did this movie. I highly recommend it to watch before watching the 1998 recording so you can appreciate how wonderful good casting and choreography can be.Show less",,3,Teen,17,10,8,3
14,Cats,2020-01-06,sucked ,I saw this movie in the theaters and it sucked. Also the cats dance like they are very horny.,,3,Teen,13,10,8,2
15,Cats,2020-01-02,Don't see.,This movie is awful. Do not see. It was weird didn't make any sense and it had cult-ish dancing. No point in watching this. All cats do sexy dancing.,['Sexy stuff'],3,Teen,13,10,18,1
16,Cats,2019-12-27,"Dont bother watching this, it's a waste.","I remember walking out of the theater and saying, ""God, that was awful.""  I had to go watch some visually stunning movies, and a lot of them to get that awful CGI, just bother watching this, it's a waste.",,3,Teen,13,10,8,1
17,Cats,2019-12-27,Cats,"Went to see this with my 2 friends tonight. It was like listening to the soundtrack, not really any lines. Left about halfway through the film, couldn’t even bare it. It didn’t really have a plot either, for example, it was a song then dance then another song. No actual meaning. No point in paying to see it in the theatre or to rent it. Very disappointing, especially with such a good cast. Also, it was musical torture.Show less",,3,Teen,13,10,11,2
18,Cats,2019-12-25,BAHAHAHAHA,"•READ• Ok so.... my family walked into this movie and oh my. We left at 15 minutes, HAHAH it was so funny in the beginning because of how weird and cringy it was. But then it got excessive and weird. The said Gelica at least 400 times in the first 5 minutes. What does that even mean? I recommend only seeing this if you have a free way to watch it for ten minutes. Any more then that and you will feel extremely awkward and uncomfortable for 2 hours. Watching this movie felt like I did a bunch of drugs and was forced to watch an ugly hairball do balet. Rebel Wilson probably ended her career. Low key watch it though just cause.Show less",,3,Teen,13,10,6,1
19,Cats,2021-03-06,Ironic gold,"this movie is the funniest thing i have ever watched. not gonna be that hilarious if you don't have a good understanding of music or if you haven't seen the original, but this one basically ruins the point of music as a whole, and misses the ENTIRE POINT of the original play. Would recommend if you're high.Show less",,3,Teen,14,10,13,5
20,Cats,2021-03-03,,I think it’s one of those things were you either hate it or love it but in my opinion it’s amazing. The songs are great the story line great and everything about it is great. The only thing is the size scale is a bit off,"['Positive Messages', 'Positive role models']",3,Kid,9,10,6,5
21,Cats,2021-03-01,Cats ,it’s not that bad,"['Positive Messages', 'Positive role models']",3,Teen,17,10,12,3
22,Cats,2021-03-01,this made my pp harb,grat,"['Positive role models', 'Sexy stuff', 'Consumerism']",3,Teen,13,10,2,1
23,Cats,2021-02-18,Cats like milk,"The cats drink the milk the end Yum! Da cat cam back wida milk! Meow 
My favorite scene is when the cat steals the doges  choccy milk","['Positive Messages', 'Positive role models']",3,Teen,13,10,18,5
24,Cats,2021-02-14,NASTY!!,"This is the worst movie I've ever watched.
 Watch it if you wanna waste time. 
It's only singing the whole time.
I got soooo bored watchin' this that it made me wanna scream. xD

GUYS I BEG YOU NOT TO WATCH!!!!  *makes puppy eyes* and says ""don't watch""",,3,Kid,11,10,2,1
25,Cats,2021-02-10,Good actors really weird movie.,,,3,Teen,13,10,10,1
26,Cats,2021-02-06,An Insult to Musical Theater,"This movie is bizarre, and not in a good way. The character design is horrendous and the acting is just... strange. I wish they had done it more like Broadway.",,3,Teen,16,10,12,1
27,Cats,2021-02-02,NOT EVEN 1 STAR.THIS WAS SO BAD.SO BAD!!!!,WHAT a complete waste of time.I never expected much from this movie.But my god what a piece garbage.,,3,Teen,15,10,18,1
28,Cats,2021-01-27,TRAIN. WRECK. ,"an absolute disgrace to musical theatre and the original cats. this is coming from a theatre kid and musical nerd. i could go on and on, but basically the plot is screwed up and makes no sense, the CGI is horrifying, the proportions make zero sense, and the singing is bad. to elaborate on the singing, it sounds like they have no clue how to read sheet music. it’s constantly interrupted, harmonies/melodies are sung wrong, it’s not in tempo, and there’s no build up in the songs. don’t watch this. go watch the original 1998 recorded broadway. if you want a more detailed review of this movie compared to the original show, watch “why the music in cats (2019) is worse than you thought” by sideways on youtube.Show less",,3,Teen,14,10,10,1
29,Cats,2020-12-29,R u kidding? PG?,,['Sexy stuff'],3,Teen,13,10,18,2
30,Cats,2020-12-03,Bruh,"This Movie Is Weird, I used To Be A Cat Person, Also This Movie Is Not Realistic",,3,Kid,10,10,12,2
31,Cats,2020-11-29,HORRIBLE!,"If you haven't watched this film yet..DO NOT! This is the most atrocious movie I've ever seen. It makes the emoji movie look good. I've wasted 2 hours of my life watching it. Jeez, I'd rather watch Baby Shark for 2 hours non-stop than watch this abomination again.",,3,Teen,16,10,14,1
32,Cats,2020-11-24,I love da cats ,a fantastic female feline!! she was very sexy!!,"['Positive Messages', 'Positive role models', 'Drinking, Drugs & Smoking']",3,Kid,10,10,2,5
33,Cats,2020-11-23,"Better Than The Source Material, But That's Not Saying Much","This visually dazzling, danced/sung-through ""cat""baret is an odd mixture of operatic music and broad groin ""humor,"" which makes for quite a terrible experience. Between Dench's horrible performance, the lack of a cohesive story, and kind of slow musical sequences, it really does suck quite a lot. There is some inventive cat-human dancing and a bit of it is actually mindlessly semi-entertaining in a very surface-level way but it's still a whole lot of pointless nothing; two hours of repeating Andy Samberg's Jizz In My Pants would be more entertaining. Points for the atmosphere and visual experimentation are deserved though I suppose. It ain't phenomenal, but it is certainly a phenomenon.Show less",,3,Teen,13,10,7,2
34,Cats,2020-11-18,ok,this movie is ok for young people and I guess its pretty good. The costumes look strange.,"['Positive Messages', 'Positive role models']",3,Kid,11,10,2,3
35,Cats,2020-11-10,This movie was bad but...,"While watching this movie 95% of the time I had no clue what was happening.

The songs were not that great either.

But I finished  the movie because  it was interesting seeing the actors in the costumes, choreography, and with the notion that Taylor Swift is in the movie and I would see her soon. 

There is nothing bad about the movie but I put 12+ Because older kids might enjoy the movie opposed to younger kids.Show less",,3,Kid,11,10,12,1
36,Cats,2020-10-18,Ugh,"This is literally the WORST movie I have EVER seen. Do NOT bother. This movie is cheap, and a waste of time. It is (2) Two hours of boring ,inappropriate dressed, “Cats”(I THINK?) I would have rather watched fire crackle for 2 hours. Weird and very strange. Unless you like bad dancing and , hard to follow movies... DO NOT UNDER ANY Circumstances!!Show less",,3,Teen,14,10,13,1
37,Cats,2020-10-13,absolute trash.,this movie's characters are horrifying and fall deeply in the uncanny valley. Not good movie.,,3,Teen,13,10,13,1
38,Cats,2020-10-11,I stopped watching it after 10 minutes...,"I heard all the fuss about this film and thought i should wait till its on streaming, i can't say that every bad thing about this film cause i haven't seen all of it, although from what i saw i wanted to rip out my Hair. If i paid to see this film i would be asking for a refund, plain disgusting CGI, the singing was terrible and i knew it wouldn't lead anywhere good. if your a cats fan, just stick with the musical.Show less",,3,Teen,17,10,10,1
39,Cats,2020-09-25,The CGI is too scary for young children,The CGI is so abhorrently awful that it will scare children. Utter trash. Do not touch unless you want to give your child PTSD,,3,Teen,14,10,18,1
40,Cats,2020-08-11,Better then I thought it would be.,"I’m a Cat fan, so I’m biased. Ever since I was little I wanted to see a movie adaptation of the musical. It’s a really weird childhood dream to have, but there you go. However, I always imagined it animated. Not with weird CGI cat people. I don’t think it’s as bad as people say.

The person I went with liked it because she too, was biased, being a Taylor Swift fan. The only other people there were some heckling teenage boys.

Most scenes I had to wonder if I was hallucinating due to the visuals. Really think they should have just made animated shorts or something. The musical was just as weird, but it was darker and more immersive. But I REALLY appreciate how it didn’t try to hard to add a plot. Because if they had tried to force A PLOT on a movie based off a musical based off a poem book that’s based off a series of letters... I think I would have burst out sobbing. If anything, it managed to make the musical a bit more coherent.

It definitely missed out on some of the musicals charm. However, I was really impressed with the characterization of the White Cat and Mr. Mistofflees, who I felt stayed true to the musical. Two of the scenes, the Mr. Mistofflees one and the Heavyside Layer one, impressed me and felt magical. A lot of the other ones kinda repulsed  me.

So I think they did their best, and stayed true to the source material. I’m not sure you guys realize that Cats is SUPPOSED to be a bizarre mess. Way more magical on stage, though. The reason I rated it 11+ is because no one younger is going to be able to sit through it unless they’re a diehard Cats fan. And some of you conservatives are going to throw a hissyfit if you ever see this movie, just warning you. Got a lot of uncomfortable drug and sex implications.Show less","['Sexy stuff', 'Drinking, Drugs & Smoking']",3,Teen,15,10,11,4
41,Cats,2020-08-03,DON'T LISTEN TO THE BAD REVIEWS!!!,"Ok so first of all, I'm very upset at the reviews that they got. The actors were marvelous. Many people say the costumes were weird looking but if you have ever seen Cats live, then you will see that they look the same. It was one of the most beautiful films I have ever seen. Hamilton is just as good. This movie was truly magical. I strongly encourage your kids to watch this.Show less","['Positive Messages', 'Positive role models']",3,Kid,11,10,8,5
42,Cats,2020-07-18,PLEASE DO NOT SHOW YOUR KIDS THIS,THIS HAS HORRIFYING CAT/HUMAN THINGS THAT I NOW HAVE PTSD FROM AND ANYBODY UNDER 21 WILL HAVE PERMANENT DAMAGE TO THERE BRAIN.,['Violence & scariness'],3,Teen,13,10,18,1
43,Cats,2020-07-08,My brother is bad,Your science means nothing,,3,Teen,13,10,10,3
44,Cats,2020-07-02,Don’t waste your money,"The acting is not very good, the animation is not very, you should just save your money","['Positive Messages', 'Positive role models']",3,Teen,13,10,6,1
45,Cats,2020-06-28,Don't watch if you have a brain and have at least some taste in culture.,This movie is just horrifying. When i saw the trailer i knew it was going to be one of if not the WORST movies ever made. It is the ridicule of Internet Memes and Youtubers and the performance by Taylor Swift is just horrendous.,['Consumerism'],3,Teen,16,10,2,1
46,Cats,2020-06-17,...,"when u see life in a little, like, life turn, then u life",,3,Teen,14,10,18,5
47,Cats,2020-06-01,Disgusted. (not with the movie but with CSM Reviewers) ,"This movie is good. The CGI look realistic and the set is stunning. The choreography is stunning and almost all the cast members are good singers.  This movie has my favorite villain in cinematic history, brought magically to life by Idris Elba. He kind of looks naked, to be honest. I do not think this movie deserves any of the hate it gets. The cast is super famous too. With actors and actresses like Ian McKellan, Judi Dench, Jason Derulo, Taylor Swift, Rebel Wilson, James Corden and Jennifer Hudson. In conclusion this is a good, family friendlyShow less","['Positive Messages', 'Positive role models']",3,Kid,12,10,8,5
48,Cats,2020-05-01,Just No,"Holly last named R needs to hate on this movie. If you love good movies like Pixar, Disney, any good movies, or hate musicals, don’t watch it. It does make everyone cringe. The Act is okay, these cats look oversexulized (they’re in CGI and they’re not naked, just fur), these cat people don’t have cat nose. The musical has cat nose and the movie don’t have it, they’re cat human hybrids. Humans don’t exist in the movie. It has catchy songs, and involving Taylor Swift using Catnip. Some innuendo. They look like anthropomorphic cats with human faces. Not for Dogs or Dog people! It’s one of the worst movies. Don’t waste your time! If you like it, just no!Show less","['Violence & scariness', 'Sexy stuff', 'Consumerism']",3,Teen,14,10,11,1
49,Cats,2020-05-01,No,,,3,Teen,14,10,14,1
50,Cats,2020-04-28,A Catatstrophe.,The cast is talented but not even they can save the CGI. This movie is a skidmark on the toiletbowl of cinema that should be wiped clean. DONT WATCH CATS,,3,Teen,13,10,11,1
51,Cats,2020-04-26,"super duper boring, makes no sense, dumb, terribly written, shall i go on?","Sooo hard to sit through and incredibly painful to watch. I was in the movie theater trying to make myself fall asleep the whole time wondering when it would end and literally rejoicing when the credits played! If you want to waste 1 hour and 50 mins of your life saying pls kill me now, then be my guest. It's not even one of those movies where it's so bad it's funny or at least entertaining, it's just plain trash.Show less",,3,Teen,14,10,12,1
52,Cats,2020-04-16,Not great,I was really excited to watch this because I thought it would be funny and good but boy was I wrong. The whole movie is just a big song. I didn’t even understand what was going on.,,3,Teen,13,10,2,2
53,Cats,2020-04-12,CREEPY AND WEIRD,"Some people may like this kind of thing and I myself love musicals but this was a whole new thing. I liked the broadway musical,“Cats” but this remake is very creepy. The idea that they took people and CGI them into cats is very weird. The creatures themselves are not lifelike and extremely haunting. The soundtrack is great and the story is good but the way they portray it is just not ok. If they did actual CGI cats that were NOT part people it would probably be pretty good. It’s PG so nothing actually bad, it’s just a horribly awful and creepy movie.Show less",,3,Kid,12,10,10,1
54,Cats,2020-04-12,Interesting...,"This is a decent movie. Let's be honest though, it's kind of creepy, the costumes and all. But I personally didn't hate it too much. I haven't watched it for a while, but if I remember, there might be a little bit of sexy stuff, and I think there's a bar scene too. Overall, it's pretty weird. I still sort of recommend it though.Show less",,3,Kid,11,10,9,3
55,Cats,2020-04-07,Terrible,"Please, do NOT see this movie. It is a complete waste of time and is full of putrid scenes. It is, just straight up horrible.",,3,Teen,14,10,9,1
56,Cats,2020-04-02,Should You Watch Cats 2019? No. Stick to the Original. ,"Are you a fan of the musical Cats, or the 1998 movie based on it? If so, you might agree with me; the Cats 2019 movie did a terrible job paying homage to the original. 

I think that the new Cats movie did not pay tribute to the original because the characters looked so weird, which made me only see them as humans, not cats. In the original, all the makeup and costumes made the actors look like real cats and I felt like I was in a world of felines. In the new movie, they had fingers, human noses and mouths. One of the weirdest examples is that they made Old Deuteronomy look like a naked mole rat wearing a fur coat.

Also, they changed one of the main storylines of the movie. Instead of the villain, Macavity, just kidnapping the leader, Old Deuteronomy, he kidnapped her and many of the other main characters, such as Jennyanydots, Bustopher Jones, Gus the Theatre Cat, and Skimbleshanks the Railway Cat. This weakens the story because in the original, it seemed more likely that Macavity would get his way. 

Third, they changed the cats’ personalities. In the original, Cassandra and Exotica are dancing cats with only two lines and their dance moves are very acrobatic. The Rum Tum Tugger is a flirt, and Jennyanydots is motherly. In the new movie, these same cats are very snotty and rude, and I miss their kindness. Others are lacking in self-confidence, such as Victoria and Mr. Mistoffelees, who is not proud of his magical powers. In the original, Mr. Mistoffelees’ attitude is, “I’m here, I’m amazing”, and Victoria, just like Cassandra and Exotica, is a dancing cat with terrific acrobat skills that are amazing to watch. 

Last, they changed the setting. In the original, the cats were snug in an alleyway, safe from animal control and other dangers. However, in the 2019 movie, the setting is right on the street, just the perfect place to be seen. 

In conclusion, I think that the 2019 Cats movie did a terrible job paying homage to the original. The new cats look weird, they changed the main story line, they changed the personalities of the cats, and they changed the setting. My advice is to skip this movie and watch or re-watch the 1998 movie.Show less",['Sexy stuff'],3,Kid,9,10,9,1
57,Cats,2020-03-30,don't watch it.,,,3,Teen,13,10,9,1
58,Cats,2020-03-26,Not As Good As The Musical,"I just LOVE the musical, and the songs stayed sort of true to their origins. However, I was a bit upset about how the movie was changed. One main thing was how the movie was given a plot. The musical has basically no ongoing plot what so ever and is just a bunch of cats singing and having a good time with the occasional appearance of the antagonist. In the movie, however, there was a clear plot. It was still good, but I wish it hadn't strayed that far from the musical. There were also clear main characters in the movie that there weren't in the musical. The musical is an ensemble show, meaning there were no main characters or roles higher than others. In the movie, you could clearly tell what characters were more important. All in all, this was a good movie, even though it strayed away from the original musical.Show less",['Positive Messages'],3,Teen,13,10,13,3
59,Cats,2020-03-23,Very Strange and BORING ,They should make a boring old musical about dogs so the whole Cats vs. Dogs thing is even.,['Positive Messages'],3,Teen,13,10,6,1
60,Cats,2020-03-19,So good,"This movie is so great and honestly I haven’t a clue why people hate it so much it’s beautiful the set is clever and the songs and choreography are amazing. I think some people don’t like it because they don’t understand theatre, if you don’t like musicals your obviously not going to like this film so why did you bother if you like to watch musicals or films with a lot of dialogue it’s probably not for you but over all the film is so good and emotional. I’ve been in the musical cats and I loved this rendition, I went to see it with my mom who was surprised that she actually really liked it she said she didn’t like the idea that they remade it because of the version she watched when she was younger but she said it was completely different in a really good way. The only negative if the film was when the cats spun around in the air they went unusually fast and it didn’t seem realistic but it didn’t change that I loved the film should definitely watch it again and recommend it to anyone thinking about seeing itShow less",,3,Teen,14,10,8,5
61,Cats,2020-02-13,Shimbleshanks the railroad cat,"Shimbleshanks the railroad cat was definitely the best part of the movie, his red suspenders and matching hat manage to tap dance their way into everyone's heart. The scene where Taylor Swift and Macavity drugged everyone with catnip was a bit odd, and was the one cat lady controlling them during one of the song numbers? A bit strange, but overall the movie was very interesting. I found it a bit odd some of them were wearing fur, especially if it was the same color as their actual fur. The human hands and feet made it a bit more odd as well, especially because there was no fur on their hands.
The lighting and backgrounds were cool, and like I said, Shimbleshanks the railroad cat was incredible. But really that's the only reason it gets 2 stars instead of 1.

I would like to imagine this town they live in is their own, completely abandoned by all humans, probably because the cats had overthrown the leader of the town, to have freedom to sing and dance as it is their passion. The humans couldn't compete with their talent, and left the town out of shame and embarrassment.

I wish I had the same amount of talent as Mistoffelees.Show less","['Positive Messages', 'Drinking, Drugs & Smoking']",3,Teen,15,10,13,2
62,Cats,2020-02-13,Shimbleshanks deserves a pay raise,"Cats on its own is a good film, baffling; but good. The lighting in particular was excellent. But the star of this star studded show is the one, the only, Shimbleshanks. A true working man of this slacker freeloader cast of characters. When the rest of these cats are jumping around, singing dancing, being all around menaces to society. Shimbleshanks is hard at work, earning his living. 
Not giving in to traditional cat stereotypes, this railroad cat will tapdance his way into your heart.Show less","['Positive Messages', 'Positive role models', 'Sexy stuff', 'Drinking, Drugs & Smoking']",3,Teen,17,10,13,3
63,Cats,2020-01-26,No one should watch this movie,"Cats is the most boring movie I’ve ever seen. I went into this thinking that it would be so bad that it’s good. It’s not. It’s just bad. Don’t watch it and support the people who made this. It’s horrible. There is absolutely no plot, just a bunch of cats introducing themselves. There’s almost no dialogue, just song for the entire duration of the film. My eyes couldn’t stay focused on the screen for more than a minute before I was either bored or just disturbed at the VFX. The visuals in the movie look like they aren’t even finished. The fact that this film was released I honestly can’t get my head around.
This is the worst movie I have seen, perhaps ever. I’m sure some people can derive some enjoyment from this film but certainly not me. Honestly a cat cult could’ve been a pretty cool pitch for a horror film but ‘the most joyful event of the season’? Rebel Wilson eats cockroaches with peoples faces on them and unzips her skin! Does that sound joyful to you? I need t wash my eyes out with holy water I swear this film opened me up to evil cat spirits. Also, what does the word Jellicle mean? It’s used for everything. The entire film sounds like spoken poetry in the worst way possible. The tone shifts quicker than I’m sure children ran out of this cinema when they were forced to watch this horrible movie.Show less",['Sexy stuff'],3,Teen,14,10,18,1
64,Cats,2020-01-24,BEST MOVIE OF ALL TIME!!!,it is a wondrous movie the animation is spectacular and the acting is on point people who say this movie probably like when their parents wash their mouth with soap they probably eat it in their free time. Anyway I loved all the talented artists who made this phenomenal film. The CGI is fantastic and I remember watching the play and this movie was way better. the singing was incredible i really thought they were CATS but i was disappointed when i found out they were not. 10/10 would recommend and if people say its bad they probably step on legos for fun just to feel emotionShow less,"['Positive Messages', 'Positive role models']",3,Teen,13,10,6,5
65,Cats,2020-01-20,PHENOMENAL,"This movie was PHENOMENAL. I saw this and I could not have done anything better with my time. It is impossible to find anything wrong with this movie. It is so bad, it's good. Everyone should watch this movie at least twice in their lives. You could feel everyone in the movie theatre bonding over this magical experience. You must watch.Show less","['Positive Messages', 'Positive role models']",3,Teen,15,10,2,5
66,Cats,2020-01-20,Life Changing,"Talented, brilliant, incredible, amazing, show stopping, spectacular, never the same, totally unique, completely not ever been done before, unafraid to reference or not reference, put it in a blender, shit on it, vomit on it, eat it, give birth to it.

Phenomenal. Pure art. 10/10 would watch again. Perfect for all ages.Show less","['Positive Messages', 'Positive role models']",3,Teen,15,10,2,5
67,Cats,2020-01-19,"DISTURBING, UNSETTLING AND UNPLEASANT",Super unsettling ansd cringe very unpleasant to watch at sum points,,3,Teen,13,10,18,1
68,Cats,2020-01-16,Please take it back,Please do not even think about seeing this movie. It is like a mix of sensual furries and bad singing oh gosh please make the voices stop. Help,['Sexy stuff'],3,Teen,16,10,18,1
69,Cats,2020-01-11,CATSsss,"it was fabulous, talented actors, great laugh for the kids. Skillful technique, quirky, realistic setting, great costumes, amazing song and dance. Burnt many calories from the snickers... Best comedy i’ve seen in a while. I thoroughly enjoyed experiencing life as a cat.I actually could not breathe while watching, 100% recommend.Show less","['Violence & scariness', 'Sexy stuff']",3,Teen,15,10,2,5
70,Cats,2020-01-11,Good for the kiddies:CATSSS,"it was fabulous, talented actors, great laugh for the kids. Skillful technique, quirky, realistic setting, great costumes, amazing song and dance. Burnt many calories from the snickers... Best comedy i’ve seen in a while. I thoroughly enjoyed experiencing life as a cat.I actually could not breathe while watching, 100% recommend.Show less","['Positive Messages', 'Positive role models', 'Violence & scariness', 'Sexy stuff', 'Language', 'Consumerism', 'Drinking, Drugs & Smoking']",3,Teen,15,10,2,5
71,Cats,2020-01-09,Dear God,"Oh. My. God. This movie was essentially an hour-long, nightmare inducing fever dream full of over-sexualized characters. Music was terrible, choreography was fine. This movie is not worth your time.",['Sexy stuff'],3,Kid,12,10,16,2
72,Cats,2020-01-08,Getting past the Animation,"Although the new CGI style is a bit hard to get used to, this is a fun, whimsical show. The storyline from the original onstage musical was strange yet simple and the same story is told in this movie. It is important to keep that in mind and not expect a perfectly clear story.",,3,Teen,13,10,11,4
73,Cats,2020-01-08,PLEASE dont spend money to see this.,"This movie is hillariously bad. I'm completely in shock that some people are giving it 4-5 star reviews. If you like crazy stuff and want to get a good laugh at how awful the cats look and a new sleep paralysis demon, THEN I reccomend you go watch it.",,3,Teen,13,10,17,1
74,Cats,2020-01-06,Nobody should see this movie.,words can not describe the truma that has befallen me from watching this movie. It can only be described as twisted and almost pornographic. Just dont bother. The people who said its good have no taste.,"['Sexy stuff', 'Consumerism']",3,Teen,16,10,18,1
