,movie_title,review_dates,rev_titles,rev_text,grid_cats,csm_stars,reveiwer_classification,reviewer_age,csm_min_age,reviewer_min_age,reviewer_stars
17,Cats,2019-12-28,Fantastic,"I took my 5 1/2 yr old grand-niece to see Cats.  And, yes I had some reservations about taking her having seen the musical on Broadway years ago.  Bottom line is we both LOVED it!!!!  So what if it had some flaws.  We went to be entertained and because we love the animal in real life and not to pick it apart for perceived flaws.  She wants me to purchase it when it comes out on video so we can watch it many times over.  We highly recommend it!!!!Show less",,3,Adult,Unk,10,4,5
18,Cats,2019-12-25,Jellicles survive cynicism,"Saw the national company many many years ago, have listened to the original cast recording, and have read the poetry from the source.  This is a current cinematic feast, and worthy of taking your children, and your teenagers, for an adventure into feline behavior that corresponds to human good and poor manners.
It's a Dance show, first, a musical second, and an artistic spectacle. Of course we will love the costuming and facial transformations, but the slim story  line keeps the youngsters in tune with the ""message"" which I call the ""nine lives"" syndrome.  Look for the mystery, and remember every version (poetry to stage to film) has excellence.Show less","['Positive Messages', 'Positive role models']",3,Adult,Unk,10,6,4
19,Cats,2019-12-24,Cats 2019 ~ What an experience :-),"Cats overflows with creativity and ardor and spirit and energy that comes from the cast onscreen and the people behind the scenes. The sets are mysteriously beautiful. But I think I was most impressed with the dancing choreographed by Andy Blankenbuehler and the dancers especially Francesca Hayward and Les Twins. But IMO all the Jellicle dancers put on an amazing show, so much so that there were moments in the film when I kind of wished director Tom Hooper had followed some of the full-cast dances a bit slower. But then again there is something to be said for Hooper's Infectious whirling effect. The singers are as good as the classic songs. Taylor Swift is a flirtatious Bombalurina who sings the nasty Macavity's (good job, Idris Elba) theme song as well as parts of ""Beautiful Ghosts"" &amp; the full version over the end credits. . Jennifer Hudson's tortured, emotional version of ""Memory"" works wonderfully most of the time, especially at the end. This ""Cats"" casts Victoria in the starring role of an innocent homeless kitten rescued by some of the Jellicle tribe. I don't want to be a spoiler so I'll just say Victoria has some adventures as she gets to know individual Jellicles, some more than others. She follows one of Grizabella's ""Memory"" preludes with a sweet and touching version of ""Beautiful Ghosts"". If I try to comment on everyone and everything that makes Cats Cats this would be a very very long review! So just a few more. 
Jason Derulo is lots of fun as the singing &amp; dancing &amp; catnip-to-kittens Rum Tum Tugger. The comic relief provided by various cast members was uneven, some good, some ""meh"" but these short scenes do make Cats more entertaining and give audience members a chance to catch their collective breath. The most marvelous ""performances by an actor"" were  Judi Dench as Old Deuteronomy and Ian McKellen as Gus the Theatre Cat.  There is something so warm and inviting about Dame Judi's facial expressions; she was covered with just the right amount of digital fur so that the audience could be moved by them. Sir McKellen is a treasure.He plays an old, seen-it-all actor reminiscing   about his long theatrical career with a sense of pride and joy in his craft that is genuinely moving. Thank you, Andrew Lloyd Webber and everyone who brought this feline magical mystery tour to the P.S. A quick comment on the ""trailers"" ~ having seen the complete movie, I feel sorry for those whose jobs were to create 3-minute trailers to communicate the merits of this movie. The film contains so much more than can be squeezed into a trailer.Show less","['Positive Messages', 'Positive role models']",3,Adult,Unk,10,8,5
20,Cats,2021-02-10,Why is everyone Hating?,"If you are a Cat lover, and who isn’t really?? (Cat vids outnumber all others on every platform.)We appreciate their playful antics, that can be very familiar to us “Hoomans.” So Why Not enjoy a a playful musical, playing on all the fun of Cats! Great music, fun costumes, &amp; beautiful theater. 
  But if you are looking for a riveting plot, not the right movie..but seems quite appropriate as what would a story be like if your cat could tell you..Probably JUST LIKE THIS.  
  The cat costumes can be a bit sensual, (not overtly imo) but again, what do expect when you have a cat story..So maybe not great for that tender age when everything is seen as sexual (mainly puberty when Full of hormones) But use your judgement there’s no sex, violence, language drug use or even consumerism. Great message of acceptance, And friendships. We really enjoyed it.Show less",,3,Adult,Unk,10,9,4
21,Cats,2021-01-25,Actually really nice movie!! Don't let the promotion fool you!,"Seriously, those people who complaints so much about this movie are clearly not familiar with its source material! CATS was first a book, that then became a stage musical which, despite its  mixed critics, have gotten a fanbase through the years. So it's only appropriate that they now made a movie version out of it. And for people, like myself, who haven't seen the stage show, it's actually really nice of them to make a movie version to experience at home. Not everyone are able travel to New York, or wherever it is,to see it. And don't let the promotion fool you, I mean, it is CATS! What else did you expect them to look like?? At least they tried to make them look kinda justice to the stage show.

Ok, let's talk about the movie itself. It is basically a story about the hard life as a street cat and how they are kinda living through all of it. I don't wanna say more or this review will be too long. But it is very nice, cute and a little bit sad. And the cast did a great job. I think the message is pretty much about respecting cats just as much as human.

So I would defenitly recommend this movie if you love musicals and want to see something a little different. And again for those people who's totally sawing it to pieces,  should defenitly give it a fair chance before they tend to do so.Show less",,3,Adult,Unk,10,6,4
22,Cats,2021-01-24,CMS 3 stars? Cmon,"I usually dont disagree with commonsensemedia but like guys cmon, 3 stars for this? 3 stars for human faces on cats, mice and cockroaches? At times the cgi doesnt even match up, the scale was completely off especially with the train tracks, and the story made no sense. This is one of those movies you watch with a group cus its so bad (except jennifer hudsons part she mustve broke her back from carrying the weight of the whole film) and we did exactly that and the whole time we were just all cracking up cus its so badShow less",['Sexy stuff'],3,Adult,Unk,10,12,1
23,Cats,2020-08-01,I CAN'T BELIVE I LET MY CHILDREN SEE THIS,"After finishing this movie, my kids would not go to sleep for three days. They kept on saying they were worried that our family cat, Whisky, would attack them if they fell asleep. I myself was disturbed greatly that  someone actually thought this was a good idea. I also would like to point out that some parts of the movie were not properly edited, creating some ""revealing"" scenes that was not appropriate for my 7 year old and 4 year old. Do not let your children watch this movie!Show less","['Violence & scariness', 'Sexy stuff', 'Consumerism']",3,Adult,Unk,10,18,1
24,Cats,2020-07-25,I wish there was a zero star option,"The musical ""Cats"" has many redeeming qualities as a live theatrical performance. The music is good, if almost cliche at this point. The dancing can be, and usually is phenomenal.  However, the story is bizarre at best,  and often creepy. The costumes in theater are buffered by the fact that they are 30-90 feet away, and on live dancers.  The movie has none of these good points, except the music.  The costumes which are OK from a distance on stage are turned into a nightmare with CG ""fixing"" and close ups. Some of the spots are very very creepy by the actor acting ""sexy"" while in fur. Just no.Show less",,3,Adult,Unk,10,7,1
25,Cats,2020-07-14,Viewer beware- not as innocent as it seems,"I just streamed Cats to watch with my 9 and 11 year old boys, as well as my husband. After about ten minutes of scantily clad female cats dancing around provocatively, I demanded my boys leave the room to go watch their tablet pads instead. After seeing the rest of the movie, I went to ask my boys what they thought of what they had just seen. Little did I know, my nine year old Jeremiah described a feeling none other than (sexual) arousal. We had to sit him down for ""the talk"" with the youth pastor after that. HORRIBLE. The cats are just too sexy, it seems. Although, if we had seen the trailer, I think we would have passed on showing that to our boys until they were much older. It seems as if ""Cats"" was meant to be an adult film- I am disappointed and appalled that the rating on this film is not at least ""R.""Show less",['Sexy stuff'],3,Adult,Unk,10,18,2
26,Cats,2020-06-20,Sinful,This is not what Melania wanted after she said “Be Best”.,"['Positive Messages', 'Positive role models']",3,Adult,Unk,10,4,2
27,Cats,2020-06-17,,Can't wait to see what other horror movies Tom Hooper has planned for the future,['Sexy stuff'],3,Adult,Unk,10,18,5
28,Cats,2020-06-02,The PURRRFECT Movie,"WOW!! This movie really is the bees knees, I never thought I could cry so hard during a movie. The ending is so emotional and deep, UGH I LOVED IT. The CGI is incredible it's really amazing how far CGI has come. I was a big fan of the CGI used in the live action Aladdin and I never though anything could ever top it, but yet here we are. Cats is an emotional roller coaster I wouldn't even call it a movie it's like a documentary about what real cats are like. It will not only give humans something to relate too but cats are the main demographic, and I think they will be very pleased about how they are represented in the media. I've never seen my cat happier then he is watching this movie, my god he loved it.  Cats is an experience for the ages and something that will go down in history as a movie that is out of this world, who know the aliens of Mars are probably watching it as you read this and  they are probably having the time of their lives . CATS REALLY ACT LIKE THIS IN REAL LIFE!! It's crazy how accurate it is, my cat inspires to be Rum Tug Tugger he is so inspiring and I feel like I really got to know his character. If I could just sit down and have a bowl of milk with this exotic beast that would be great. Overall Cats is a 10/10 experience I would highly recommend both for children, adults, teen and most of all cats. Ariana Grande was the purrfect choice for the lead  role of Victoria and her performance is Oscar worthy.  I can't wait to get buy this movie on DVD and play for my cat everyday!!! WHAT A GOOD FILM!!Show less","['Positive Messages', 'Positive role models']",3,Adult,Unk,10,2,5
29,Cats,2020-05-04,The 1998 version is still best.,"Ignore the haters. The main downsides are cutting out the Great Rumpus Cat and pausing for unnecessary comic banter mid-song.

Also, contrary to what you might expect, most of the Furry community think it's a little too uncanny valley-ish.","['Positive Messages', 'Positive role models']",3,Adult,Unk,10,9,4
30,Cats,2020-04-15,No. Just No.,"I don’t want to be offensive to other people who think this movie is their favorite and everything, but this movie just flat-out sucks. The editors obviously weren’t paying attention to the fact that there were points in the movie where some of the actors were partially nude. Don’t waste your hard-earned money on this.Show less",['Sexy stuff'],3,Adult,Unk,10,18,1
31,Cats,2020-04-14,An artistic Hollywood non-Hollywood visual feast that's pretty different from the Broadway version,"My well rounded but not-particularly-thespian 9yo son, husband and I loved it. We're fans of the original Broadway musical so we were prepared for some missing Hollywood elements that some viewers may have expected. The cinema screenplay included additional action, villains and plot, that although strange to me, my son enjoyed. 

Outstanding performances by Robbie Fairchild, Francesca Hayward, Judi Dench, Laurie Davidson and Jennifer Hudson. Taylor Swift was a complete dud. Sorry, girl. 

The choreography and dance, while incredibly athletic and finely executed, was very classical and pretty different from Gillian Lynne 's original groundbreaking choreography. If you are not already familiar with her work, please check it out. Ted's most watched talk is about her.

https://www.youtube.com/watch?v=Dewkj80G4asShow less",,3,Adult,Unk,10,3,4
32,Cats,2020-04-13,Made my skin crawl,"It was so incredibly sexual I wanted to tear my eyes out, cry and vomit at the same time.",['Sexy stuff'],3,Adult,Unk,10,18,1
33,Cats,2020-04-10,Yikes,Just yikes.,,3,Adult,Unk,10,18,1
34,Cats,2020-04-10,A little spooky,"This movie can be a little unintentionally spooky because of the poorly rendered animations of the cat characters. The story also takes place in an alley which is kind of dark. But overall there's nothing too concerning in the film. It's kind of poorly done though, wouldn't recommend.",,3,Adult,Unk,10,6,2
35,Cats,2020-04-09,"Worst thing to happen to ""cats"" since dogs. -(Critic review quote)","Innuendo For Furries is both gross and disturbing.

Actors in this 'spectacle' stated their disappointment about how their ""bulge"" in the skin tight suit was CG'ed. THAT is all you need to know about the pervey and innappropriate mindset in what is suppossedly ""a harmless play about cats"".

The story is both nonsensical and dumb. The dancing shows glimpses of skill but akin to a strip club or burlesque show. There's just nothing redeeming about this to a general audience. I never liked Taylor Swift, don't even know any of her songs. Now? I really want to avoid her material altogether and I lost some respect for everyone involved. Yuck!!Show less",['Sexy stuff'],3,Parent,Unk,10,16,1
36,Cats,2020-04-08,I lost BRAIN CELLS wondering why COMMON SENSE MEDIA Rated this a 3 STAR,"I still have no idea how the COMMON SENSE MEDIA website reviews movies. Because mainly even though they say it is for educational purposes great movies such as the Shining, Scream, Texas Chainsaw Massacre, and John Wick are all rated three stars (Which all four are classics if you haven't seen them). Not only is this a terrible  movie with a stupid plot but its inconsistent with terrible CGI. Again they say its for educational purposes that drive their reviews but when it comes to a bad rated film it usually will say biased things about the movie like their actually reviewing them same with movies hated higher. This is one of the worst films ever and its all terrible. Either way really Common Sense Media?Show less","['Violence & scariness', 'Sexy stuff', 'Language', 'Consumerism', 'Drinking, Drugs & Smoking']",3,Adult,Unk,10,18,1
37,Cats,2020-04-05,Purrific,"Our kids are ages 10 and 12. Our whole family loves cats (we have 3) and musicals. It was wholesome, cute and I appreciated Jennifer Hudson's rendition of Memories. The actress that played Victoria had a lovely voice as well. Good quality dancing and singing and there was no bad language! Kids enjoyed it as well!Show less","['Positive Messages', 'Positive role models']",3,Adult,Unk,10,10,4
38,Cats,2020-03-20,"""Cats"" Delivers  But is ""Tender Vittles"" In Comparison to Other Versions","The theatrical version of ""Cats"" released last year  is a colourful musical that will attract kids of all ages, but the themes and concepts  presented in  this  Andrew Lloyd Weber classic   will be to complicated for the younger set to grasp; they'll opt for the costumes and the fact  that they're cats. Judi Dench and Jennifer  Hudson are Purrific in their roles , but the  musical itself pales to other's I've seen in terms of  intensity and bShow less",,3,Adult,Unk,10,10,3
39,Cats,2020-03-20,"""Cats"" Delivers  But is ""Tender Vittles"" In Comparison to Other Versions","The theatrical version of ""Cats"" released last year  is a colourful musical that will attract kids of all ages, but the themes and concepts  presented in  this  Andrew Lloyd Weber classic   will be to complicated for the younger set to grasp; they'll opt for the costumes and the fact  that they're cats. Judi Dench and Jennifer  Hudson are Purrific in their roles , but the  musical itself pales to other's I've seen in terms of  intensity and bravado. Still it's a fun musical to watch the sexual inuendo although present shouldn't bother the ten and older set.Show less","['Positive role models', 'Violence & scariness', 'Sexy stuff']",3,Adult,Unk,10,10,3
40,Cats,2020-02-12,"Better than expected - but maybe too much ""adult musical"" to fit younger kids","If you're looking for a fast and simple sum-up, my headline says it all. 
I went with my 14 year old and we both enjoyed it. I concidered bringing my 10 year old but the decision not to was the right one. He would have gotten bored, as the story is a bit weak to fit for the movieformat. The language is hard to keep up with, in some form of poetric rhyme/verse and with a lot of grown up, difficult words.

It holds a few scenes that may be scary for really young children (a cat is pushed into the ocean, another one is stuck while an angry dog approachs), there's also some really touching/sad scenes with an old, bullied cat. 

There are nothing inappropiete in the film though. 

It is a very special film, I would recommend it, but also advise that you prepare yourself for what it is, a true version of the classical musical where people interpret cats. (The hasch reviews are uncalled for in my opinion.)Show less",,3,Adult,Unk,10,10,3
41,Cats,2020-01-18,A family musical for fans of Cats - both the show and the animal!,"Spectacular choreography and dancing; beautiful music; a great message and just a lot of fun. I grew up with musicals, and remember seeing Cats in the theatre - so when the chance came to share it with my children I was ecstatic. It helps to listen to the songs before hand and get them singing along.
It's such a shame the online hate-machine ruined Cats before it even hit cinemas - I'll admit, I was put off by all the negative reviews - otherwise I'd have seen it in the cinema on Christmas.  This film is not intended for millennial film critics - the trailers make it look like a comedy - it's a musical, non-stop songs.
I took my 5 and 7 year olds and warned them that I had heard there might be something scary (I read online) they said it wasn't scary at all. So big thumbs up from us. We want to see it again.Show less","['Positive Messages', 'Positive role models']",3,Parent,Unk,10,3,5
42,Cats,2020-01-08,Surprisingly enjoyable,"After reading the awful reviews I went to see this movie with no great hopes, especially as I am no great lover of musicals and Lloyd-Webbers work in general. But surprisingly I really enjoyed it. Of course, there is little story and what there is is complete fantasy and completely daft. But put your brain away a for a couple of hours and just enjoy the gorgeous set pieces. Take no notice of the snotty critics. Frankly on this showing they simply don't know what they are talking about. Certainly this made a far better afternoon's entertainment than the recent awful Star Wars movie. So have a go and see for yourself.Show less",,3,Adult,Unk,10,10,4
43,Cats,2020-01-06,Horrifying,"This movie is absolutely traumatizing. I knew this movie wouldn’t be great, but I was so wrong. This movie was the worst I’ve ever seen. Don’t put your children through over an hour of sexy cats. They deserve better.",,3,Adult,Unk,10,18,1
44,Cats,2020-01-05,Confusing movie,"I knew that it was going to be a musical but I didn't expect it to be singing for basically the whole movie. The story was a good idea but it was just confusing and hard to follow in the movie. There were many strong and caring characters in the movie. They also had a lot of integrity. The dancing was cool because they were moving like actual cats. It just got in the way of the story though. It was also a bit creepy and disturbing at some parts. I honestly think that it would have been a good movie if there just wasn't so much singing. If there were more speaking parts, the story would have been much more clear. I was pretty disappointed  after I watched.Show less","['Positive Messages', 'Positive role models']",3,Parent,Unk,10,10,2
45,Cats,2020-01-05,CATS,Absolutely loved it! I saw the play and I wasn’t disappointed with some of the differences! Do not rely on the reviews! Go see it for yourself. Very enjoyable!,,3,Adult,Unk,10,5,4
46,Cats,2020-01-05,Brilliant production,"I have just written what I think,  so forgive me for being brief, 
In short it was the best musical film  I have seen for a long time and cannot understand the bad reviews from the critics, 
Please go and see it,and enjoy,",['Positive Messages'],3,Adult,Unk,10,10,5
47,Cats,2020-01-05,Cats,My children love musicals but we haven't seen Cats on stage. We went to watch this knowing  the music but having read negative reviews. We all came out feeling really moved by the music and the beautiful dancing. The costumes were amazing too. If you love musicals then I'd go and see Cats.Show less,,3,Adult,Unk,10,8,4
48,Cats,2020-01-04,Theatrical and magical escapism!,"My 12 year old theatre-loving daughter has been dying to see the musical CATS but I was unsure whether or not to take my younger 8 year old daughter along as well. I did and she LOVED it most of all of us. Said its her new favorite movie and we MUST buy the DVD. Having seen the musical a couple of times I was unsure how it would translate to the screen but no fear - it is magical, theatrical escapism and will have you singing magical Mister Mistofelees all the way home!Show less",,3,Parent of a 8 and 12-year-old,812,10,8,4
49,Cats,2020-01-01,CATS ,"went with kids and adults, enjoyed",['Positive Messages'],3,Adult,Unk,10,6,5
50,Cats,2020-01-01,Do not see,God did not like this film the visuals made me want to take a cold shower I now go to church everyday instead of 3 times a week so please have mercy and don't see this film of the devil,,3,Adult,Unk,10,18,1
51,Cats,2020-01-01,A beautiful film for all ages ,A brilliant production - no negativity from me. I loved it. I'm aged 83.,,3,Adult,Unk,10,18,5
52,Cats,2019-12-31,Interestingly Creepy...,"The CGI enhancements are very creepy yet still interesting. The film is best for furries, people who enjoy weird movies and cult films, or stoners. I enjoy weird movies and this is definitely a very very strange movie. I had a hard time following the plot (is there a plot even involved?) and yet I enjoyed the terrible CGI. I will definitely recommend this to people who like bad movies and can laugh at and enjoy how bad it is. It is a special kind of bad that I must recommend that everyone at least view once as a rite of passage. Bonus points because it got my toddler singing which is always cute.Show less",['Consumerism'],3,Adult,Unk,10,4,4
53,Cats,2019-12-31,Its SCARY LOOKING!,It's definitely one of the most children's CGI scariest movies I have ever seen. I think this would be a better movie with animation! I think the play was so much better. But don't bother going and seeing it.,['Consumerism'],3,Adult,Unk,10,8,3
54,Cats,2019-12-30,Great rendition ,Wonderful portrayal of the onstage performance. We saw that in Chicago in ‘85. The actors are gifted and recognized despite the costumes. I do not understand the critics downgrading. It is and will be a classic.,,3,Adult,Unk,10,8,5
